doe_building_type,confidence,justification,key
FullServiceRestaurant,0.9,Salvadoran restaurant is a full service restaurant.,salvadoran_restaurant
OtherCommercial,0.7,Emergency service facilities vary; OtherCommercial is the best general fit.,emergency_service
FullServiceRestaurant,0.8,Eat and drink implies a full-service restaurant setting.,eat_and_drink
OtherCommercial,0.7,Auto restoration services are commercial automotive services.,auto_restoration_services
OtherCommercial,0.7,Occupational safety services are commercial or office-based.,occupational_safety
Warehouse,0.85,"Wholesale florist involves storage and distribution, fitting warehouse.",wholesale_florist
OutPatient,0.9,Podiatry is a medical outpatient service.,podiatry
FullServiceRestaurant,0.75,"Speakeasy is a type of bar or restaurant, best matched to FullServiceRestaurant.",speakeasy
Warehouse,0.7,"Car auction involves vehicle storage and sales, similar to warehouse or commercial space.",car_auction
OtherCommercial,0.7,Display home center is a commercial retail or showroom facility.,display_home_center
OtherIndustrial,0.75,DIY auto shops involve industrial or repair activities.,diy_auto_shop
QuickServiceRestaurant,0.9,"Ice cream shop is a quick service food outlet, fitting QuickServiceRestaurant.",ice_cream_shop
OtherIndustrial,0.85,Commercial printing is an industrial/commercial production activity.,commercial_printer
SmallOffice,0.7,Media critic likely works in a small office environment.,media_critic
OtherCommercial,0.7,"Embassies are government offices without a direct DOE type, so OtherCommercial is closest.",embassy
StandaloneRetail,0.85,"Toy store is a retail establishment, typically standalone retail.",toy_store
SmallOffice,0.7,Home automation services are usually provided from small offices.,home_automation
Warehouse,0.7,"Restaurant wholesale implies storage and distribution, typical of warehouses.",restaurant_wholesale
StandaloneRetail,0.85,"Gift shops are retail stores, fitting StandaloneRetail.",gift_shop
SmallOffice,0.7,"Business signage likely involves office work, SmallOffice fits.",business_signage
OtherCommercial,0.7,Wedding chapel is a commercial venue for ceremonies.,wedding_chapel
SmallOffice,0.8,"Clock repair service is a small specialized service, typically in a small office or retail setting.",clock_repair_service
FullServiceRestaurant,0.9,British restaurant is a full service restaurant.,british_restaurant
OtherCommercial,0.5,"Magician is a performance activity, no direct building type.",magician
SmallOffice,0.7,"Coffee roastery is a small industrial or office space, but no industrial category fits better.",coffee_roastery
OtherCommercial,0.7,"Event photography is a commercial service, usually operating in office or studio spaces.",event_photography
StandaloneRetail,0.85,Fashion accessories stores are retail outlets.,fashion_accessories_store
OutPatient,0.9,Physician assistants work in outpatient medical settings.,physician_assistant
SuperMarket,0.9,Kosher grocery stores are supermarkets or grocery retail.,kosher_grocery_store
StandaloneRetail,0.9,Mobile phone stores are retail outlets selling consumer electronics.,mobile_phone_store
OtherCommercial,0.7,Hydraulic equipment suppliers are commercial retail or wholesale businesses.,hydraulic_equipment_supplier
SmallOffice,0.7,Exterior design services are professional services usually in small office spaces.,exterior_design
OtherCommercial,0.6,Mooring service is a marine-related commercial service.,mooring_service
OtherCommercial,0.6,"Snorkeling equipment rental is a commercial rental business, no specific DOE type.",snorkeling_equipment_rental
OtherCommercial,0.7,Cinema is a commercial entertainment facility.,cinema
OtherCommercial,0.8,Auto body shop is a commercial service facility.,auto_body_shop
SmallOffice,0.8,Blow dry and blow out services are personal care services often in small office or salon settings.,blow_dry_blow_out_service
StandaloneRetail,0.85,"Vinyl record store is a retail outlet, fitting StandaloneRetail.",vinyl_record_store
StandaloneRetail,0.7,Key and locksmith services are retail or service shops.,key_and_locksmith
SmallOffice,0.9,"Software development is an office-based professional service, fitting SmallOffice.",software_development
OtherCommercial,0.7,Car inspection is a commercial service not fitting other categories.,car_inspection
OtherCommercial,0.7,"Kiteboarding is a recreational activity, likely operated in commercial recreational facilities.",kiteboarding
OtherCommercial,0.8,Beauty salons are commercial service businesses not specifically categorized.,beauty_salon
FullServiceRestaurant,0.9,A Malaysian restaurant is a full-service dining establishment.,malaysian_restaurant
Warehouse,0.9,Self storage facility is best categorized as warehouse.,self_storage_facility
PrimarySchool,0.95,Elementary school directly maps to PrimarySchool.,elementary_school
StandaloneRetail,0.7,Shoe shining service is a retail or small commercial service.,shoe_shining_service
OtherIndustrial,0.6,Farming services relate to industrial/agricultural operations.,farming_services
OtherCommercial,0.8,"Truck stops are commercial facilities providing services to truck drivers, fitting best under OtherCommercial.",truck_stop
SmallOffice,0.7,Blueprinting is a specialized office service.,blueprinters
Warehouse,0.8,Grain elevators are storage facilities similar to warehouses.,grain_elevators
OtherCommercial,0.6,Campgrounds are commercial recreational facilities.,campground
SmallOffice,0.75,"Real estate photography is a professional service, likely in a small office.",real_estate_photography
OtherCommercial,0.6,Medical transportation is a service without a direct DOE building type.,medical_transportation
OtherCommercial,0.6,"Art tours are a service activity, not tied to a specific building type, so OtherCommercial.",art_tours
SmallOffice,0.7,Media restoration service is a specialized office service.,media_restoration_service
OtherIndustrial,0.8,Demolition service is an industrial service.,demolition_service
OtherCommercial,0.7,Pool cleaning is a commercial service business.,pool_cleaning
StandaloneRetail,0.7,Firework retailer is a retail store.,firework_retailer
Warehouse,0.8,"Shipping and collection services typically involve storage and logistics, matching Warehouse.",shipping_collection_services
OtherIndustrial,0.8,"Countertop installation is a trade/service related to construction or manufacturing, fitting OtherIndustrial.",countertop_installation
QuickServiceRestaurant,0.7,"Desserts implies a food service establishment, likely quick service.",desserts
OtherIndustrial,0.8,Food and beverage exporter involves industrial/commercial operations.,food_and_beverage_exporter
SmallOffice,0.85,Information technology companies typically operate in office spaces; SmallOffice is appropriate.,information_technology_company
MobileHome,0.7,Holiday park often consists of mobile homes or temporary residences.,holiday_park
SmallOffice,0.7,"Float spa is a personal care service, likely in a small office or salon.",float_spa
OtherIndustrial,0.7,Thread supplier suggests industrial or wholesale activity.,thread_supplier
OtherCommercial,0.7,Emissions inspection is a commercial service.,emissions_inspection
OtherCommercial,0.6,Bocce ball court is a recreational facility not covered by standard DOE types.,bocce_ball_court
SmallOffice,0.8,"Internet marketing service is an office-based business, SmallOffice fits best.",internet_marketing_service
QuickServiceRestaurant,0.9,Food stands are quick service food outlets.,food_stand
StandaloneRetail,0.8,Cheese shop is a retail food store.,cheese_shop
OtherCommercial,0.8,Hair replacement is a personal care service in commercial spaces.,hair_replacement
OtherIndustrial,0.7,Fish farms and hatcheries are industrial/agricultural facilities.,fish_farms_and_hatcheries
QuickServiceRestaurant,0.85,"Convenience stores often include quick service food options, best fitting QuickServiceRestaurant.",convenience_store
OtherCommercial,0.7,Planetariums are specialized commercial or educational facilities not fitting other categories.,planetarium
OtherCommercial,0.7,"Cliff jumping center is a recreational commercial facility, best categorized as OtherCommercial.",cliff_jumping_center
OtherCommercial,0.7,"Furniture repair is a commercial service, best categorized as OtherCommercial.",furniture_repair
OtherIndustrial,0.5,"A weir is a hydraulic structure, not a building, but closest fit is OtherIndustrial.",weir
SingleFamilyDetached,0.95,Country house corresponds to a detached single-family residential building.,country_house
OutPatient,0.8,"Environmental medicine is a healthcare service, OutPatient fits.",environmental_medicine
OtherIndustrial,0.9,Wood and pulp operations are industrial manufacturing or processing.,wood_and_pulp
OtherIndustrial,0.85,Automotive repair is an industrial service.,automotive_repair
SmallOffice,0.8,Business financing is an office-based financial service.,business_financing
OtherCommercial,0.6,Monuments are non-occupiable structures; OtherCommercial is the closest DOE building type.,monument
OtherCommercial,0.6,Deck and railing sales and service is a commercial retail/service business.,deck_and_railing_sales_service
QuickServiceRestaurant,0.85,Baguettes are bakery products often sold in quick service restaurants.,baguettes
FullServiceRestaurant,0.9,Argentine restaurant is a full-service dining establishment.,argentine_restaurant
StripMall,0.7,Sporting and recreation goods sold B2B likely in retail strip mall settings.,b2b_sporting_and_recreation_goods
StandaloneRetail,0.85,A rug store is a retail establishment selling goods directly to consumers.,rug_store
SmallOffice,0.8,"Farm insurance is an insurance service, typically operating in small office environments.",farm_insurance
OtherIndustrial,0.85,Motorsport vehicle repair is an industrial/repair service.,motorsport_vehicle_repair
SmallOffice,0.7,Audio visual production and design is an office-based commercial activity.,audio_visual_production_and_design
OtherCommercial,0.7,"Gay bars are nightlife entertainment venues, best categorized as OtherCommercial.",gay_bar
OtherIndustrial,0.7,Hydroponic gardening is an industrial agricultural activity.,hydroponic_gardening
